0	0.999999999999998
0.02	0.379353636496189
0.04	0.0189098346526989
0.06	0.000102164288677133
0.08	4.59207267058065e-08
0.1	1.23192673938792e-12
0.12	1.33039382539411e-18
0.14	3.5838619187893e-26
0.16	8.61020269760263e-30
0.18	2.86649337973381e-29
0.2	2.69835860520731e-29
0.22	1.02111404948675e-29
0.24	9.01321029538882e-30
0.26	3.63231392524644e-31
0.28	1.30485813650058e-30
0.3	1.62904702738034e-31
0.32	2.35718587183731e-30
0.34	1.08008276367355e-31
0.36	1.32205248405652e-31
0.38	8.0470743182715e-32
0.4	8.8648268718339e-32
0.42	1.02714892443197e-32
0.44	4.84367067629185e-32
0.46	2.24588443008611e-32
0.48	5.35822885513582e-32
0.5	3.11504930546906e-33
0.52	9.10635309966377e-34
0.54	2.30780548684349e-32
0.56	2.39210633121264e-33
0.58	3.13216067192012e-32
0.6	3.73341363715538e-34
0.62	2.72975774506125e-32
0.64	2.17886644783025e-33
0.66	3.54284060304975e-32
0.68	9.27020188427986e-33
0.7	2.03493734625628e-32
0.72	1.75953917216772e-33
0.74	2.51882533775122e-32
0.76	9.63661687197087e-33
0.78	1.70927428451408e-34
0.8	9.05414887451156e-33
0.82	4.58322484981242e-33
0.84	5.77078841555542e-33
0.86	6.50428365501679e-34
0.88	1.80989237667448e-32
0.9	1.91265709699512e-31
0.92	1.48522148848993e-31
0.94	1.05917478632999e-31
0.96	8.28291758243403e-31
0.98	2.98649119772359e-30
1	1.93778055940875e-30
1.02	6.31449557281989e-31
1.04	1.28337922357913e-31
1.06	2.4709233289902e-32
1.08	3.53246963501457e-33
1.1	4.09128852382179e-33
1.12	1.29779011707954e-32
1.14	1.59295318758757e-33
1.16	7.88122691216143e-33
1.18	5.01906096908355e-33
1.2	4.18746592871768e-33
1.22	3.51815875833203e-32
1.24	6.0068451009862e-32
1.26	1.41492717751336e-31
1.28	7.47616043501014e-31
1.3	4.31264533858548e-32
1.32	1.07540518565605e-32
1.34	2.37376850496832e-31
1.36	2.08846240411569e-32
1.38	2.1944654169513e-32
1.4	8.85741552531958e-31
1.42	3.27632887399285e-31
1.44	7.33129528422622e-34
1.46	3.57787722663158e-33
1.48	1.90053929968416e-32
1.5	1.05740321556791e-32
1.52	8.26649295483722e-33
1.54	9.4665161022497e-34
1.56	4.49588451307866e-34
1.58	1.57216929899542e-32
1.6	1.68850053949792e-32
1.62	5.19798756815812e-31
1.64	2.01107804277255e-30
1.66	1.64422428128183e-31
1.68	6.67891810703243e-32
1.7	5.03682204369736e-32
1.72	4.72338633774831e-32
1.74	8.54782342171519e-33
1.76	1.58669580533216e-32
1.78	1.71127588668768e-32
1.8	6.30839770611534e-33
1.82	6.31482356584547e-33
1.84	9.07364791318945e-32
1.86	3.70919499264223e-31
1.88	4.39238750968063e-31
1.9	4.38486712429031e-32
1.92	3.15110589934814e-31
1.94	6.26489037259548e-31
1.96	2.04128552596476e-30
1.98	1.90133293395803e-30
2	2.09137999778202e-31
2.02	3.64784270682329e-31
2.04	6.3183384975033e-31
2.06	5.8616701700293e-32
2.08	3.62932915219182e-34
2.1	4.33616360186557e-33
2.12	1.11155710218351e-33
2.14	8.80223179546513e-33
2.16	7.57608026324056e-32
2.18	1.02345939064079e-32
2.2	1.98195749784609e-31
2.22	2.08187515198603e-31
2.24	1.77492563429857e-31
2.26	2.3488209657883e-32
2.28	2.62066213444503e-33
2.3	2.80065463837107e-33
2.32	4.81162790227072e-33
2.34	1.32394239351136e-32
2.36	1.04860627059664e-33
2.38	2.30466904776283e-32
2.4	1.05194910391335e-31
2.42	2.67586475928532e-32
2.44	8.72726429739278e-33
2.46	4.69299803813946e-32
2.48	9.11286090913855e-33
2.5	2.83067057157752e-32
2.52	1.98904747380747e-32
2.54	4.7248090209805e-32
2.56	7.07755915474363e-33
2.58	2.25314582553534e-32
2.6	2.88502851442077e-31
2.62	7.33281197108507e-30
2.64	2.34049588303144e-30
2.66	6.41793224387024e-33
2.68	3.36293658081821e-31
2.7	1.14138167804603e-30
2.72	1.15239503382705e-30
2.74	6.86227665864548e-30
2.76	2.17121616539876e-29
2.78	1.7086208514582e-24
2.8	9.03483715951168e-17
2.82	3.22029253032002e-11
2.84	2.50719119764165e-07
2.86	9.8976138684636e-05
2.88	0.00360666591192661
2.9	0.0184416451763976
2.92	0.0175216208484876
2.94	0.00366442181547777
2.96	0.000181627987914316
2.98	2.10616991297365e-06
3	5.17237397120664e-09
3.02	2.19123385894155e-12
3.04	1.10792827103716e-16
3.06	3.48896120091149e-22
3.08	4.55658820999498e-29
3.1	7.49263530074684e-30
3.12	2.87585881786744e-30
3.14	3.35837567109069e-30
3.16	3.91127221447713e-30
3.18	2.37459433522703e-33
3.2	2.99267219942986e-30
3.22	1.69958478667271e-29
3.24	5.12890513550573e-30
3.26	1.0667859089676e-29
3.28	1.79442349541096e-30
3.3	1.15033592697499e-30
3.32	1.45541182517998e-31
3.34	4.14412934356335e-33
3.36	5.88005177669089e-33
3.38	1.74073314625879e-30
3.4	2.83277512154415e-30
3.42	3.17100519158315e-31
3.44	2.40817537602338e-30
3.46	2.39753509413315e-32
3.48	7.123096473339e-32
3.5	9.58515825496077e-32
3.52	1.21790817816641e-31
3.54	9.27223563963867e-32
3.56	6.82964540926537e-31
3.58	8.32515090210216e-31
3.6	8.09466771882528e-33
3.62	1.04015858608912e-31
3.64	4.61671622751429e-31
3.66	3.06449257920367e-31
3.68	3.38683629602727e-33
3.7	1.54854681874806e-31
3.72	1.22844430464847e-31
3.74	1.00170006830553e-32
3.76	5.90180138983729e-33
3.78	2.91401294580524e-31
3.8	9.73753977923328e-32
3.82	1.36517029009887e-31
3.84	7.42202303777325e-32
3.86	7.65390686970735e-31
3.88	8.76115102391701e-31
3.9	7.26005060951392e-32
3.92	2.19980208802342e-31
3.94	1.52686892810767e-31
3.96	1.31482945633961e-30
3.98	1.82638679993644e-30
4	4.45875773395582e-31
4.02	1.76707099377669e-31
4.04	8.55099103751865e-31
4.06	1.0029473130672e-30
4.08	5.58130903337365e-32
4.1	4.60157833892837e-31
4.12	9.75402880355185e-31
4.14	1.6454228004261e-31
4.16	6.80001119950446e-32
4.18	6.99500310066261e-32
4.2	5.17442153967001e-32
4.22	1.65221503142392e-31
4.24	5.45313389567121e-33
4.26	3.05707821289572e-31
4.28	3.58033566155376e-31
4.3	4.25745784739423e-33
4.32	5.71251665555929e-31
4.34	3.14740368258624e-30
4.36	6.94385800000976e-30
4.38	1.20530293859877e-30
4.4	6.21861519656124e-31
4.42	6.34088306152629e-31
4.44	8.16288984889048e-31
4.46	1.2716044698914e-32
4.48	1.93732036839905e-31
4.5	1.03413563873982e-32
4.52	2.25550332210996e-32
4.54	3.92663926564045e-32
4.56	6.17680249030959e-32
4.58	1.23361235805223e-30
4.6	1.17216344296861e-31
4.62	4.19641065939208e-32
4.64	2.07193420313974e-30
4.66	5.25074043269781e-31
4.68	7.51709112835313e-32
4.7	1.4527051601352e-31
4.72	4.71685330839844e-31
4.74	3.67650063587604e-32
4.76	1.02420335376888e-31
4.78	5.36961178784058e-32
4.8	1.73668318536483e-31
4.82	2.3361743589386e-32
4.84	3.33795761698277e-32
4.86	1.27050576066298e-31
4.88	4.02265967858378e-31
4.9	2.13926842294075e-31
4.92	4.96586293364172e-31
4.94	1.59177919934525e-30
4.96	2.46335595096903e-30
4.98	6.27860491694648e-31
5	1.63686603225394e-31
5.02	2.3180530927165e-30
5.04	3.39705688277096e-30
5.06	1.52754410647261e-30
5.08	2.45583439336331e-31
5.1	2.79713283199408e-31
5.12	2.59553692788035e-33
5.14	1.23424219849916e-31
5.16	1.39013870039495e-31
5.18	3.83031646302047e-32
5.2	1.13083748200098e-32
5.22	6.49118053534412e-32
5.24	4.25709031179297e-32
5.26	4.3808701504463e-32
5.28	2.48570691614902e-31
5.3	2.68147177540579e-31
5.32	2.8895623909645e-32
5.34	2.48126444987513e-32
5.36	6.20380954670998e-32
5.38	1.07575664769732e-31
5.4	1.34262043611773e-32
5.42	1.07041660038404e-31
5.44	2.46700178134846e-31
5.46	4.20955391285351e-32
5.48	1.63227908863974e-32
5.5	5.83222149586611e-32
5.52	1.35618408416127e-30
5.54	4.09238700392884e-31
5.56	2.10201801115212e-31
5.58	5.55834896060363e-31
5.6	5.35124397142391e-31
5.62	5.69434001766096e-30
5.64	7.74922807952785e-30
5.66	3.53636131560757e-31
5.68	1.75189737387969e-30
5.7	4.51324269610295e-30
5.72	4.11418237125346e-30
5.74	7.18823244893926e-30
5.76	5.74479157930047e-30
5.78	3.06163749927247e-30
5.8	1.79769024259426e-23
5.82	2.06978596308063e-19
5.84	1.33958241509568e-16
5.86	1.06174248008477e-14
5.88	1.78952318593326e-13
5.9	9.99211482174028e-13
5.92	2.95821681483986e-12
5.94	8.76104875368904e-12
5.96	1.28989266732038e-11
5.98	1.88017282809433e-12
6	1.81328795915922e-14
6.02	7.90978758985398e-18
6.04	8.84772991686445e-23
6.06	1.87597224894391e-26
6.08	6.47833353726042e-30
6.1	3.13558284574432e-31
6.12	5.71594806794294e-31
6.14	1.05449294238766e-30
6.16	4.15371920332754e-32
6.18	6.89159373003916e-31
6.2	4.41997373984664e-31
6.22	5.24926808891126e-31
6.24	1.56749441788078e-31
6.26	5.51578841243658e-31
6.28	2.65640944279294e-30
6.3	1.61416956795266e-30
6.32	7.97762844100397e-30
6.34	1.66190817342997e-30
6.36	1.55147234151466e-32
6.38	1.25749285439302e-30
6.4	2.22905553883614e-30
6.42	1.48673369908277e-30
6.44	1.8290548943198e-30
6.46	3.67738654533012e-30
6.48	1.95083584914408e-33
6.5	8.76568349740782e-32
6.52	1.96007353802288e-31
6.54	3.75370290328816e-31
6.56	2.04482552717941e-30
6.58	8.48854709950889e-31
6.6	3.11925571565702e-30
6.62	4.29180370950889e-30
6.64	1.04573174390435e-30
6.66	4.94808720977049e-31
6.68	2.0397684970214e-31
6.7	1.54367241285543e-31
6.72	1.04592885020138e-32
6.74	2.64248729598993e-31
6.76	6.52910532948961e-31
6.78	6.43693258821237e-31
6.8	9.37796495030805e-31
6.82	3.18604135672391e-31
6.84	1.93852820836751e-30
6.86	3.02352065159383e-30
6.88	1.49401821742808e-30
6.9	8.83977252177439e-32
6.92	7.50812145531047e-31
6.94	2.59853679757811e-30
6.96	2.72294529445482e-30
6.98	2.39218674139071e-30
7	2.87631592867168e-31
7.02	1.02588986369072e-32
7.04	1.28925708709786e-30
7.06	5.54937906687229e-30
7.08	1.00358652656295e-30
7.1	8.25301150203032e-31
7.12	1.7096166590506e-31
7.14	2.19798411316917e-31
7.16	4.37828372319988e-33
7.18	7.2741474074858e-32
7.2	2.29580794830433e-31
7.22	1.05174509557173e-31
7.24	9.06101988464826e-32
7.26	9.54693864031949e-31
7.28	3.50142059155691e-30
7.3	1.01985434772421e-30
7.32	2.81668692775335e-30
7.34	5.9681084643534e-30
7.36	3.66608186741698e-30
7.38	7.68071076132499e-31
7.4	8.44821280725255e-30
7.42	2.42570118115581e-31
7.44	1.69112987562232e-31
7.46	1.96575500840859e-31
7.48	1.73047386287654e-31
7.5	2.08518645777529e-31
7.52	8.16701719315917e-32
7.54	9.22663921628638e-32
7.56	1.57313023279253e-31
7.58	6.19670134455357e-32
7.6	3.45871743067532e-30
7.62	2.91573546670274e-30
7.64	3.46647056323602e-32
7.66	5.18367379588248e-31
7.68	5.19821523531778e-31
7.7	3.20390174913877e-31
7.72	8.97797950355823e-32
7.74	3.65674242236537e-32
7.76	1.36121825253315e-32
7.78	2.27826177922913e-32
7.8	1.17779466408634e-31
7.82	3.083618334689e-31
7.84	1.47852170274805e-32
7.86	4.32983547293565e-31
7.88	1.19108975386367e-31
